recorded,radon,temp,humidity
2019-10-19T10:23:38,74.00,24.20,57.50
2019-10-19T11:23:38,80.00,24.00,56.50
2019-10-19T12:23:38,80.00,23.80,61.00
2019-10-19T13:23:38,84.00,23.80,62.50
2019-10-19T14:23:38,84.00,23.80,63.00
2019-10-19T15:23:38,90.00,23.80,64.50
2019-10-19T16:23:38,90.00,23.60,63.50
2019-10-19T17:23:38,90.00,23.40,63.00
2019-10-19T18:23:38,87.00,23.40,64.00
2019-10-19T19:23:38,95.00,23.40,67.00
2019-10-19T20:23:38,84.00,24.00,71.00
2019-10-19T21:23:38,84.00,24.20,73.00
2019-10-19T22:23:38,73.00,24.40,74.50
2019-10-19T23:23:38,76.00,24.40,76.00
2019-10-20T00:23:38,86.00,24.40,76.50
2019-10-20T01:23:38,83.00,24.40,77.00
2019-10-20T02:23:38,66.00,24.40,76.00
2019-10-20T03:23:38,74.00,24.40,75.50
2019-10-20T04:23:38,79.00,24.40,75.00
2019-10-20T05:23:38,63.00,24.60,75.00
2019-10-20T06:23:38,66.00,25.00,72.00
2019-10-20T07:23:38,56.00,25.00,64.50
2019-10-20T08:23:38,56.00,24.60,56.00
2019-10-20T09:23:38,56.00,24.20,51.50
2019-10-20T10:23:38,56.00,23.80,51.50
2019-10-20T11:23:38,50.00,23.60,54.00
2019-10-20T12:23:38,50.00,23.60,58.50
2019-10-20T13:23:38,48.00,23.60,61.00
2019-10-20T14:23:38,48.00,23.60,62.00
2019-10-20T15:23:38,42.00,23.40,61.00
2019-10-20T16:23:38,42.00,23.40,62.00
2019-10-20T17:23:38,42.00,24.20,61.50
2019-10-20T18:23:38,42.00,24.40,57.50
2019-10-20T19:23:38,38.00,24.00,58.50
2019-10-20T20:23:38,41.00,24.00,62.00
2019-10-20T21:23:38,43.00,24.20,65.00
2019-10-20T22:23:38,43.00,24.40,69.50
2019-10-20T23:23:38,39.00,24.40,72.00
2019-10-21T00:23:38,29.00,24.60,74.00
2019-10-21T01:23:38,29.00,24.40,75.00
2019-10-21T02:23:38,29.00,24.40,75.00
2019-10-21T03:23:38,23.00,24.40,75.00
2019-10-21T04:23:38,13.00,24.20,74.50
2019-10-21T05:23:38,10.00,23.80,70.50
2019-10-21T06:23:38,13.00,23.40,64.00
2019-10-21T07:23:38,13.00,23.40,61.50
2019-10-21T08:23:38,14.00,23.40,59.00
2019-10-21T09:23:38,16.00,23.40,56.00
2019-10-21T10:23:38,16.00,23.20,55.00
2019-10-21T11:23:38,16.00,23.00,52.00
2019-10-21T12:23:38,18.00,23.00,52.50
2019-10-21T13:23:38,18.00,22.80,54.50
2019-10-21T14:23:38,18.00,22.80,56.50
2019-10-21T15:23:38,18.00,22.80,57.00
2019-10-21T16:23:38,16.00,22.80,58.00
2019-10-21T17:23:38,16.00,23.40,59.50
2019-10-21T18:23:38,18.00,23.80,56.50
2019-10-21T19:23:38,17.00,23.80,60.00
2019-10-21T20:23:38,15.00,23.80,64.00
2019-10-21T21:23:38,15.00,24.00,67.00
2019-10-21T22:23:38,15.00,24.20,70.00
2019-10-21T23:23:38,18.00,24.20,71.00
2019-10-22T00:23:38,19.00,24.40,72.50
2019-10-22T01:23:38,19.00,24.40,73.00
2019-10-22T02:23:38,23.00,24.40,74.00
2019-10-22T03:23:38,23.00,24.40,74.00
2019-10-22T04:23:38,23.00,24.60,73.00
2019-10-22T05:23:38,23.00,24.80,67.50
2019-10-22T06:23:38,20.00,24.20,62.50
2019-10-22T07:23:38,23.00,24.00,60.00
2019-10-22T08:23:38,22.00,24.20,58.00
2019-10-22T09:23:38,25.00,24.40,56.00
2019-10-22T10:23:38,25.00,24.20,55.50
2019-10-22T11:23:38,25.00,23.80,55.00
2019-10-22T12:23:38,23.00,23.60,55.00
2019-10-22T13:23:38,23.00,23.40,54.50
